1#A_Great_Day_in_Harlem_(film)	A Great Day in Harlem	MovieFilm	0.0	0.0	0.34893878092234254	0.2781189369707537	2	
2#A-Studio	A-Studio	MusicGroup	0.17807502566460504	0.394584271653727	0.34893878092234254	0.315761661536388	1	
1#Abadan_(film)	Abadan	MovieFilm	0.0	0.07103752990368527	0.22562718221356023	0.4284603211932094	3	
2#Aberdeen_(band)	Aberdeen	MusicArtist	0.0	0.14207505980737054	0.6203767632589592	0.5957190423832721	3	
1#Aberdeen_(film)	Aberdeen	MovieFilm	0.08903751283230252	0.26287009713423254	0.08730913244786045	0.5957190423832721	3	
2#Aberdeen_(song)	Aberdeen	MusicSingle	0.08903751283230252	0.22518364208239786	0.22890856143475763	0.5957190423832721	3	
2#Above_the_Clouds_(Cyndi_Lauper_song)	Above the Clouds	MusicSingle	0.0	0.1836293509448842	0.1998197555847298	0.3846419241141377	3	
2#Above_the_Clouds_(Electric_Light_Orchestra_song)	Above the Clouds	MusicTrack	0.0	0.0	0.22483201957761562	0.3846419241141377	3	
2#Acroma_(band)	Acroma	MusicArtist	0.17807502566460504	0.27753585751596693	0.34893878092234254	0.24500581230068438	1	
2#Air/Cook/Sky	Air	MusicAlbum	0.0	0.0	0.2347611448974223	0.7669387816382693	3	
2#Air_(Agua_de_Annique_album)	Air	MusicAlbum	0.0	0.0	0.2677710617229326	0.7669387816382693	3	
2#Air_(Cecil_Taylor_album)	Air	MusicAlbum	0.0	0.0	0.2048664003487851	0.7669387816382693	3	
1#Air_(film)	Air	MovieFilm	0.14112111899667823	0.394584271653727	0.20445557456651162	0.7669387816382693	3	
2#Air_(French_band)	Air	MusicArtist	0.49727117032588825	0.5275435045848342	0.7756955993263018	0.7669387816382693	3	
2#Air_(jazz_group)	Air	MusicArtist	0.0	0.1836293509448842	0.7086055247234434	0.7669387816382693	3	
6#Air_(novel)	Air	Book	0.0	0.1994275592259251	0.34893878092234254	0.7669387816382693	3	
3#Akbar	Akbar	Person	0.6945727249426615	0.7317928440037729	0.5468678447848909	0.5282837643367143	1	
2#Albion_(song)	Albion	MusicSingle	0.0	0.34857338741965216	0.21711546588339578	0.5620843523979863	3	
