10#2254271	Abadan	Town	0.28948577227345845	0.4390459388279658	1	
10#29053965	Abadan	Town	0.06089971949342016	0.4390459388279658	3	
10#10243	Aberdeen	Town	0.7087287722648006	0.6104369840186865	2	
10#108197	Aberdeen	Town	0.06311447927097678	0.6104369840186865	3	
10#108198	Aberdeen	Town	0.06299438439029191	0.6104369840186865	3	
10#1099796	Aberdeen	Town	0.22992211358928188	0.6104369840186865	3	
10#1579358	Aberdeen	Town	0.0694469365185413	0.6104369840186865	3	
10#2164425	Aberdeen	Town	0.3653434962965553	0.6104369840186865	3	
10#2169	Aberdeen	Town	0.16388164874407768	0.6104369840186865	3	
10#23392406	Aberdeen	Town	0.07038987970440563	0.6104369840186865	3	
10#23401653	Aberdeen	Town	0.06954417361414522	0.6104369840186865	3	
10#2351549	Aberdeen	Town	0.06842888114959825	0.6104369840186865	3	
10#2351550	Aberdeen	Town	0.12366539393487282	0.6104369840186865	3	
10#2351552	Aberdeen	Town	0.06984091981660212	0.6104369840186865	3	
10#2351553	Aberdeen	Town	0.06915295848144566	0.6104369840186865	3	
10#2351554	Aberdeen	Town	0.19344340036747523	0.6104369840186865	3	
10#2351555	Aberdeen	Town	0.19812458526982166	0.6104369840186865	3	
10#2351557	Aberdeen	Town	0.1240778116991272	0.6104369840186865	3	
10#2351558	Aberdeen	Town	0.06869339512755489	0.6104369840186865	3	
10#2351559	Aberdeen	Town	0.12334413315289565	0.6104369840186865	3	
10#2351561	Aberdeen	Town	0.494879063154547	0.6104369840186865	2	
10#2351562	Aberdeen	Town	0.3194960484595456	0.6104369840186865	2	
10#2351563	Aberdeen	Town	0.29228808215927116	0.6104369840186865	3	
10#2351564	Aberdeen	Town	0.4582406567336887	0.6104369840186865	2	
10#2351565	Aberdeen	Town	0.2579416878525113	0.6104369840186865	3	
10#2351566	Aberdeen	Town	0.06870886082560326	0.6104369840186865	3	
10#26342931	Aberdeen	Town	0.21466849361143775	0.6104369840186865	3	
10#28583835	Aberdeen	Town	0.06585664357623673	0.6104369840186865	3	
10#28745656	Aberdeen	Town	0.12294911730740411	0.6104369840186865	3	
10#29374429	Aberdeen	Town	0.15608246676627957	0.6104369840186865	3	
10#29107372	Air	Town	0.06084276353833652	0.7858869088979407	3	
10#108217	Albion	Town	0.06335327141797807	0.5759713093427851	3	
10#108218	Albion	Town	0.06410125566693196	0.5759713093427851	3	
10#23389799	Albion	Town	0.07030528617343144	0.5759713093427851	3	
10#23405005	Albion	Town	0.07077637441674904	0.5759713093427851	3	
10#2352753	Albion	Town	0.0675587438759357	0.5759713093427851	3	
10#2352754	Albion	Town	0.25853121576879373	0.5759713093427851	3	
10#2352755	Albion	Town	0.12419178746214944	0.5759713093427851	3	
10#2352756	Albion	Town	0.06923490958680273	0.5759713093427851	3	
10#2352757	Albion	Town	0.126879016684624	0.5759713093427851	3	
10#2352758	Albion	Town	0.06854149911507829	0.5759713093427851	3	
10#2352760	Albion	Town	0.07266438825096455	0.5759713093427851	3	
10#2352761	Albion	Town	0.06869339512755489	0.5759713093427851	3	
10#2352762	Albion	Town	0.26412002692001824	0.5759713093427851	3	
10#2352763	Albion	Town	0.2928571031880207	0.5759713093427851	3	
10#2352764	Albion	Town	0.16287323504636278	0.5759713093427851	3	
10#2352765	Albion	Town	0.2748515204134625	0.5759713093427851	3	
10#2352766	Albion	Town	0.2184666898962648	0.5759713093427851	3	
10#2352767	Albion	Town	0.14146497710182884	0.5759713093427851	3	
10#2352768	Albion	Town	0.25934984118900883	0.5759713093427851	3	
10#2352769	Albion	Town	0.12359674693049859	0.5759713093427851	3	
10#2352771	Albion	Town	0.33944294815804915	0.5759713093427851	3	
10#2352772	Albion	Town	0.19314526189791084	0.5759713093427851	3	
10#2352777	Albion	Town	0.12318302433420919	0.5759713093427851	3	
10#2352778	Albion	Town	0.06842888114959825	0.5759713093427851	3	
10#2495895	Albion	Town	0.16337947886258103	0.5759713093427851	3	
10#28583852	Albion	Town	0.06564373257969612	0.5759713093427851	3	
10#28583854	Alison	Town	0.06585664357623673	0.6547404796586278	3	
10#28583855	Alison	Town	0.12075317793260304	0.6547404796586278	3	
10#10757	Alyth	Town	0.22644025443476506	0.0	2	
10#56622083	Ambassador	Town	0.07054275618436852	0.6721663803352593	3	
10#752447	Andina	Town	0.0651853082959877	0.3862783229858009	3	
10#2120023	Andra	Town	0.06147160608724687	0.5727923765963902	3	
10#2273122	Andra	Town	0.061155322602457304	0.5727923765963902	3	
10#2354670	Andre	Town	0.06854149911507829	0.5615296900619562	3	
10#841938	Andre	Town	0.06923533063010796	0.5615296900619562	3	
10#20198102	Angles	Town	0.06770836497544881	0.6082354826502591	3	
10#20199660	Angles	Town	0.06770836497544881	0.6082354826502591	3	
10#576136	Angles	Town	0.06874173220154368	0.6082354826502591	3	
10#576137	Angles	Town	0.12257609768838361	0.6082354826502591	3	
10#576138	Angles	Town	0.06803458761437874	0.6082354826502591	3	
10#752482	Angles	Town	0.06632853445254852	0.6082354826502591	3	
10#20258291	Anji	Town	0.06320166799725527	0.40684807350649305	3	
10#2132621	Anji	Town	0.06312435836224385	0.40684807350649305	2	
10#2163962	Anji	Town	0.06349840481833698	0.40684807350649305	3	
10#2292280	Anji	Town	0.0610006430696806	0.40684807350649305	3	
10#29033317	Anji	Town	0.0610006430696806	0.40684807350649305	3	
10#29035280	Anji	Town	0.0610006430696806	0.40684807350649305	3	
10#29035300	Anji	Town	0.0610006430696806	0.40684807350649305	3	
10#29050369	Anji	Town	0.06089971949342016	0.40684807350649305	3	
10#1983189	Anna	Town	0.06130226534146362	0.7316362682621882	3	
10#2120040	Anna	Town	0.060506569874988425	0.7316362682621882	3	
10#2354843	Anna	Town	0.06870886082560326	0.7316362682621882	3	
10#2354844	Anna	Town	0.12324086865848262	0.7316362682621882	3	
10#2354845	Anna	Town	0.1623463876074899	0.7316362682621882	3	
10#2354846	Anna	Town	0.247510077237047	0.7316362682621882	2	
10#2354847	Anna	Town	0.3243981131044616	0.7316362682621882	3	
10#710159	Anna	Town	0.06833724588671859	0.7316362682621882	3	
10#752517	Anna	Town	0.06580888262281291	0.7316362682621882	3	
10#841955	Anna	Town	0.06846084037829714	0.7316362682621882	3	
10#841956	Anna	Town	0.06838176540831006	0.7316362682621882	3	
10#851395	Anna	Town	0.06582358973374175	0.7316362682621882	3	
10#2355183	Anza	Town	0.06923152521260065	0.3794802842748448	2	
10#2355184	Anza	Town	0.06923152521260065	0.3794802842748448	3	
10#350866	Anza	Town	0.07191882472123935	0.3794802842748448	3	
10#2355232	Apollo	Town	0.20778682128796475	0.7717329865955117	3	
10#2355233	Apollo	Town	0.12366539393487282	0.7717329865955117	3	
10#56619165	Apollo	Town	0.12353306824553428	0.7717329865955117	3	
10#12476439	Ara	Island	0.059599001697485936	0.6435721186326183	3	
10#1386058	Ara	Town	0.07139972759107328	0.6435721186326183	3	
10#20109927	Ara	Town	0.06940123170806313	0.6435721186326183	3	
10#28999393	Ara	Town	0.06084579700372408	0.6435721186326183	3	
10#29071418	Ara	Town	0.06098859513400745	0.6435721186326183	3	
10#29127124	Ara	Town	0.06084276353833652	0.6435721186326183	3	
10#29161059	Ara	Town	0.060854896397540985	0.6435721186326183	3	
10#29176421	Ara	Town	0.060865209436330794	0.6435721186326183	3	
10#29176509	Ara	Town	0.060865209436330794	0.6435721186326183	3	
10#29198889	Ara	Town	0.06084579700372408	0.6435721186326183	3	
10#29199044	Ara	Town	0.06084579700372408	0.6435721186326183	3	
10#29202254	Ara	Town	0.06084579700372408	0.6435721186326183	3	
10#333422	Ara	Town	0.07467837297284664	0.6435721186326183	3	
10#752591	Ara	Town	0.06626919553282075	0.6435721186326183	3	
10#576611	Arise	Town	0.06803458761437874	0.7065595485456232	3	
10#29003075	Arjuna	Town	0.061041511563856336	0.4747501505593523	3	
10#29007100	Arjuna	Town	0.061041511563856336	0.4747501505593523	3	
10#56006734	Arjuna	Town	0.062187729606622194	0.4747501505593523	3	
10#1531761	Assa	Town	0.16325896743922802	0.47603573855146664	3	
10#20220669	Assa	Town	0.0657603486070193	0.47603573855146664	3	
10#2256026	Assa	Town	0.1226441444599466	0.47603573855146664	3	
10#29090038	Assa	Town	0.06084276353833652	0.47603573855146664	3	
10#55869765	Assa	Town	0.06206139929542812	0.47603573855146664	3	
10#2358109	Bachelor	Town	0.06913585883833216	0.7349265889972154	3	
10#2358110	Bachelor	Town	0.06869705746638162	0.7349265889972154	3	
10#28337960	Bachelor	Town	0.06856551799650108	0.7349265889972154	3	
10#2218237	Bag	Town	0.09441848373025126	0.6686073060822075	3	
10#29181385	Bag	Town	0.06110258132446012	0.6686073060822075	3	
10#803087	Bag	Town	0.06612733572992482	0.6686073060822075	3	
10#636719	Ballast	Town	0.06540176101568591	0.5963920667810804	3	
