1#A_Great_Day_in_Harlem_(film)	A Great Day in Harlem	MovieFilm	0	0	0.348938781	0.278118937	2	3	-0.12292795528903179	0.07424473274136206	0.19598236863023466	0.04909971536085498	

2#A-Studio	A-Studio	MusicGroup	0.178075026	0.394584272	0.348938781	0.315761662	1	2	-0.02900145432794964	0.17176416513696094	-0.0043928609522185654	0.04612328328559758	

1#Abadan_(film)	Abadan	MovieFilm	0	0.07103753	0.225627182	0.428460321	3	3	-0.2643573837347974	-0.03716762000458597	0.3027571420791644	4.107127799270101E-4	

1#Aberdeen_(film)	Aberdeen	MovieFilm	0.089037513	0.262870097	0.087309132	0.595719042	3	3	-0.36535596255298963	-0.12706652418628703	0.33388956916872903	-0.05284430585684922	
2#Aberdeen_(song)	Aberdeen	MusicSingle	0.089037513	0.225183642	0.228908561	0.595719042	3	3	-0.33929031545527116	-0.14135260340739556	0.3226184425768197	-0.05267482542861568	
2#Aberdeen_(band)	Aberdeen	MusicArtist	0	0.14207506	0.620376763	0.595719042	3	3	-0.3149772644685979	-0.16414696029977624	0.3381684789081241	-0.04698524862008333	

2#Above_the_Clouds_(Electric_Light_Orchestra_song)	Above the Clouds	MusicTrack	0	0	0.22483202	0.384641924	3	3	-0.23386090825607675	-0.023775541509667417	0.293026981361927	0.011796843865394277	
2#Above_the_Clouds_(Cyndi_Lauper_song)	Above the Clouds	MusicSingle	0	0.183629351	0.199819756	0.384641924	3	3	-0.22679997325374252	0.04583417518315359	0.24065073169125822	0.01989497787355643	

2#Acroma_(band)	Acroma	MusicArtist	0.178075026	0.277535858	0.348938781	0.245005812	1	2	0.020347407850867315	0.1925018558087518	-0.019592853885293072	0.06441880325810867	

2#Air_(Cecil_Taylor_album)	Air	MusicAlbum	0	0	0.2048664	0.766938782	3	3	-0.5462064660430365	-0.3755572923017932	0.5726581046082365	-0.11636855124553107	
2#Air/Cook/Sky	Air	MusicAlbum	0	0	0.234761145	0.766938782	3	3	-0.5401789849043143	-0.3755572923017932	0.5678342476218516	-0.11596734319475195	
2#Air_(Agua_de_Annique_album)	Air	MusicAlbum	0	0	0.267771062	0.766938782	3	3	-0.533523412090153	-0.3755572923017932	0.5625077222161179	-0.11552432739194278	
2#Air_(French_band)	Air	MusicArtist	0.49727117	0.527543505	0.775695599	0.766938782	3	3	-0.1219069281807404	-0.2242237772768132	0.021439519863886716	-0.10823039519788896	
6#Air_(novel)	Air	Book	0	0.199427559	0.348938781	0.766938782	3	3	-0.5040127598546	-0.2999588337376672	0.48814480150668715	-0.10527559736186003	
1#Air_(film)	Air	MovieFilm	0.141121119	0.394584272	0.204455575	0.766938782	3	3	-0.44239827986286545	-0.2397847265619916	0.3672069275553627	-0.10499202628983145	
2#Air_(jazz_group)	Air	MusicArtist	0	0.183629351	0.708605525	0.766938782	3	3	-0.43253686037732436	-0.30594757560897223	0.4349618068191333	-0.10117420972238773	

3#Akbar	Akbar	Person	0.694572725	0.731792844	0.546867845	0.528283764	1	1	0.146779667395585	0.05350667535203545	-0.29479403976951496	-0.03150256567396483	

2#Albion_(song)	Albion	MusicSingle	0	0.348573387	0.217115466	0.562084352	3	3	-0.3555466149209386	-0.054918180254526536	0.3154828400953794	-0.03166065169336191	

2#Alison_(album)	Alison	MusicAlbum	0	0	0.2989267	0.638954359	3	3	-0.42402307003535944	-0.2577886435281744	0.46494471687131556	-0.07228899889740607	
2#Alison_(song)	Alison	MusicSingle	0.371279751	0.711766976	0.214596917	0.638954359	3	3	-0.18920786533780862	-0.024294907793099785	0.038109345346686974	-0.05846447592807381	

2#Alyth_(singer)	Alyth	MusicArtist	0	0.14207506	0.420805574	0	2	2	0.12522818237501165	0.38402151974294474	-0.06034704443209545	0.14963421922862033	

2#Ambassador_(album)	Ambassador	MusicAlbum	0	0.183629351	0.267771062	0.655960112	3	3	-0.43191581644901283	-0.20382727297969555	0.42585532198451326	-0.06996258914806504	

2#And_(John_Martyn_album)	And	MusicAlbum	0	0.199427559	0.252637191	0.698065716	3	3	-0.46788372086229824	-0.236583246853033	0.45388734311277046	-0.08352654153418693	

2#Andina_(album)	Andina	MusicAlbum	0	0	0.247906123	0.376964959	3	3	-0.22301720420086724	-0.016711355309973648	0.283753089794705	0.014674843427954701	

2#Andra_(musician)	Andra	MusicArtist	0	0.07103753	0.348938781	0.558982065	3	3	-0.34475984455038006	-0.15727105967439792	0.3772296441478018	-0.0416004200256587	

1#Andre_(film)	Andre	MovieFilm	0.402766706	0.628584317	0.171852445	0.547990928	1	2	-0.11257072385918478	0.02479486892053212	-0.014016342558939616	-0.033930732499197425	
2#Andre_(band)	Andre	MusicArtist	0.178075026	0.493179082	0.639738477	0.547990928	3	3	-0.1511619574758784	-0.004553403010038496	0.08630137836046421	-0.02313799404181757	

2#Angkor_Wat_(band)	Angkor Wat	MusicArtist	0	0.333907627	0.45981745	0.634467597	3	3	-0.36595553989409113	-0.1270832186247868	0.33316029820282556	-0.05329282010535078	

2#Angles_(Dan_Le_Sac_Vs_Scroobius_Pip_album)	Angles	MusicAlbum	0	0	0.2989267	0.59357062	3	3	-0.38742136885648126	-0.2160274549941246	0.43213122710058594	-0.057105865583339965	
2#Angles_(The_Strokes_album)	Angles	MusicAlbum	0.178075026	0.394584272	0.22657047	0.59357062	3	3	-0.2777249575584358	-0.0838699568441728	0.21621493971044006	-0.04845999156405618	

1#Anji_(film)	Anji	MovieFilm	0.141121119	0.419610917	0.206042308	0.397038763	3	3	-0.14210666922201215	0.11007673925443011	0.09181628103631066	0.019928783689576207	

1#Anna_(1964_film)	Anna	MovieFilm	0	0	0.086414056	0.713996151	3	3	-0.5273913341578211	-0.3268405659280664	0.5534929940439379	-0.10024630201398321	
1#Anna_(1967_film)	Anna	MovieFilm	0	0	0.13050042	0.713996151	2	3	-0.5185024900654952	-0.3268405659280664	0.5463791579839312	-0.09965463266987677	
1#Anna_(1987_film)	Anna	MovieFilm	0	0	0.217777948	0.713996151	2	3	-0.5009052951787585	-0.3268405659280664	0.5322959365616646	-0.09848330818172009	
2#Anna_(Anna_Waronker_album)	Anna	MusicAlbum	0	0	0.236945741	0.713996151	3	3	-0.49704061893621376	-0.3268405659280664	0.5292029952378089	-0.09822606320882377	
2#Anna_(The_Courteeners_album)	Anna	MusicAlbum	0	0	0.243665434	0.713996151	3	3	-0.49568577135964126	-0.3268405659280664	0.5281186963744331	-0.09813588030442484	
2#Anna_(Go_to_Him)	Anna	MusicSingle	0.402766706	0.492342461	0.311687527	0.713996151	3	3	-0.2272392968866382	-0.1796059360117413	0.12529976330628448	-0.09384848986403167	
2#Anna_(singer)	Anna	MusicArtist	0.089037513	0.31201938	0.2989267	0.713996151	3	3	-0.41483895690408656	-0.21727132413883943	0.3701607310169665	-0.08731651667531982	
1#Anna_(1951_film)	Anna	MovieFilm	0	0.290363264	0.254442668	0.713996151	2	3	-0.47437343128770537	-0.21677044677242666	0.43717797537323383	-0.08465530089563272	
2#Anna_(song)	Anna	MusicSingle	0	0.301762278	0.22845973	0.713996151	3	3	-0.4788608304311779	-0.2124493394396588	0.43786875839896894	-0.08448047049062259	

2#Anza_(singer)	Anza	MusicArtist	0	0.199427559	0.348938781	0.370330824	3	3	-0.18415092643710473	0.06499169861363427	0.2013881027511489	0.027409624975892815	

2#Apollo_(Nebula_album)	Apollo	MusicAlbum	0	0	0.225114824	0.753126117	3	3	-0.530984081480104	-0.3628471604366625	0.5594039158944342	-0.11147577534077742	
2#Apollo_(Porno_Graffitti_song)	Apollo	MusicSingle	0	0	0.237722423	0.753126117	3	3	-0.5284420940780682	-0.3628471604366625	0.5573695364569214	-0.1113065726859364	
3#Apollo_(comics)	Apollo	Character	0.295776215	0.445177036	0.348938781	0.753126117	3	3	-0.31344143080446624	-0.22302537771318973	0.2259807659557959	-0.10349534752062002	
