11#1101290	A Great Day in Harlem	POI	0.060836711	0.278118937	3	3	-0.4583542484326478	-0.1657359680926354	0.4388864435265927	-0.06173459099956354	

12#27961148	A-Studio	POI	0.041070917	0.315761662	3	3	-0.48316010590041336	-0.20733214335160638	0.47538521624585184	-0.07170234433538931	

11#36412557	Abadan	POI	0.055015833	0.428460321	3	3	-0.48501437160752	-0.28521107376110444	0.522272815276085	-0.0826508766975131	
11#28081365	Abadan	POI	0.0754459	0.428460321	3	3	-0.4647825993046114	-0.2721754958482297	0.504842252592629	-0.0773719475200707	
10#29053965	Abadan	Town	0.079455863	0.428460321	3	3	-0.4608115570971096	-0.26961690486983275	0.5014210248781121	-0.0763358123629434	
10#2254271	Abadan	Town	0.303525172	0.428460321	1	3	-0.23891706992983405	-0.12664757758600562	0.31024915373529344	-0.018438497926848745	

11#2916677	Aberdeen	POI	0.037219854	0.595719042	3	3	-0.5258846826438173	-0.42535313902937977	0.6247004383825228	-0.10884579443022475	
11#29777531	Aberdeen	POI	0.0405209	0.595719042	3	3	-0.5226156766717162	-0.4232468785689033	0.6218840457968318	-0.10799283648126257	
11#389892	Aberdeen	POI	0.041025011	0.595719042	3	3	-0.5221164585846001	-0.4229252262602135	0.6214539474332327	-0.10786257913719362	
11#7733572	Aberdeen	POI	0.062675722	0.595719042	3	3	-0.5006758898802449	-0.40911080606718947	0.6029819534242611	-0.10226824750772441	
11#19168310	Aberdeen	POI	0.067406758	0.595719042	3	3	-0.4959907734237564	-0.4060921283317412	0.5989455193021562	-0.10104579415111381	
10#108198	Aberdeen	Town	0.081509138	0.595719042	3	3	-0.48202527144624974	-0.3970939848970199	0.586913624420171	-0.09740187730769956	
10#108197	Aberdeen	Town	0.08162686	0.595719042	3	3	-0.4819086920586715	-0.397018871374237	0.586813186144554	-0.09737145909611818	
10#28583835	Aberdeen	Town	0.084314841	0.595719042	3	3	-0.47924680066367287	-0.39530378224830187	0.5845198494994789	-0.09667691113749861	
10#2351549	Aberdeen	Town	0.086836252	0.595719042	3	3	-0.4767498625364485	-0.3936949745267766	0.5823686273578063	-0.09602540323513964	
10#2351558	Aberdeen	Town	0.08709554	0.595719042	3	3	-0.47649309119170075	-0.3935295336143276	0.5821474075381616	-0.09595840575595556	
10#2351566	Aberdeen	Town	0.0871107	0.595719042	3	3	-0.47647807833500716	-0.3935198606474617	0.5821344733010746	-0.09595448856046473	
10#2351553	Aberdeen	Town	0.087546022	0.595719042	3	3	-0.4760469815802854	-0.3932420997449552	0.5817630644648487	-0.09584200562013064	
10#1579358	Aberdeen	Town	0.087834191	0.595719042	3	3	-0.47576160955518354	-0.39305823106495646	0.5815172038997352	-0.09576754557346827	
10#23401653	Aberdeen	Town	0.087929507	0.595719042	3	3	-0.4756672186944573	-0.39299741388093334	0.5814358820170054	-0.09574291685279508	
10#2351552	Aberdeen	Town	0.08822039	0.595719042	3	3	-0.47537915901150146	-0.3928118135101646	0.5811877059163076	-0.09566775553511948	
10#23392406	Aberdeen	Town	0.088758503	0.595719042	3	3	-0.47484626894857435	-0.39246846593634455	0.5807285976629043	-0.09552871240733818	
10#28745656	Aberdeen	Town	0.140279196	0.595719042	3	3	-0.4238256369719852	-0.35959524982174235	0.53677207667687	-0.08221627003895253	
10#2351559	Aberdeen	Town	0.140666407	0.595719042	3	3	-0.42344218425079827	-0.35934818655174805	0.5364417152733942	-0.08211621850971736	
10#2351550	Aberdeen	Town	0.14098132	0.595719042	3	3	-0.4231303278035714	-0.35914725363521494	0.536173037212459	-0.08203484807544244	
10#2351557	Aberdeen	Town	0.141385588	0.595719042	3	3	-0.42272998363801617	-0.3588893070013795	0.5358281230858967	-0.08193038918449969	
10#29374429	Aberdeen	Town	0.172757848	0.595719042	3	3	-0.3916622235103745	-0.3388719698319535	0.5090618797616983	-0.07382410452687656	
10#2169	Aberdeen	Town	0.180402922	0.595719042	3	3	-0.3840913527732943	-0.33399396538014753	0.5025392412614594	-0.07184869229732749	
10#2351554	Aberdeen	Town	0.209380548	0.595719042	3	3	-0.35539498427333566	-0.31550454478974294	0.47781605624152085	-0.06436115760718591	
10#2351555	Aberdeen	Town	0.213969235	0.595719042	3	3	-0.3508508351742007	-0.3125766940437666	0.4739010717048446	-0.06317548583770755	
10#26342931	Aberdeen	Town	0.230186244	0.595719042	3	3	-0.3347912288340834	-0.30222929360042533	0.46006501370695996	-0.05898516957584957	
10#1099796	Aberdeen	Town	0.245138461	0.595719042	3	3	-0.31998413839391604	-0.2926889044439086	0.4473080533076067	-0.05512166317673931	
10#2351565	Aberdeen	Town	0.272604382	0.595719042	3	3	-0.29278480225068765	-0.2751640400788351	0.4238746275802535	-0.048024738249756393	
10#2351563	Aberdeen	Town	0.306272109	0.595719042	3	3	-0.2594438549781951	-0.2536820606776957	0.3951499334378906	-0.03932532740600007	
10#2351562	Aberdeen	Town	0.33294246	0.595719042	2	3	-0.23303236701436944	-0.23666481651377697	0.372395273607589	-0.032433969973519126	
10#2164425	Aberdeen	Town	0.377883986	0.595719042	3	3	-0.18852704449255644	-0.20798949382900617	0.334051978598661	-0.020821519907633885	
10#2351564	Aberdeen	Town	0.468945546	0.595719042	2	3	-0.09834933007450519	-0.14988689141228762	0.2563599069263908	0.002707895146532672	
10#2351561	Aberdeen	Town	0.504859996	0.595719042	2	3	-0.06278346654678416	-0.1269713713029778	0.2257183494627348	0.011987837204324281	
10#10243	Aberdeen	Town	0.714484143	0.595719042	2	1	0.14480606369290866	0.006781097577247426	0.046870828588257044	0.06615266328613771	

12#2995100	Above the Clouds	POI	0.03821745	0.384641924	3	3	-0.49555945022181186	-0.2621897897967837	0.5137486210707967	-0.0813335396492663	

11#22754513	Acroma	POI	0.054319401	0.245005812	2	3	-0.46020595344801246	-0.14439768790206844	0.427174639291128	-0.05914300068631765	

10#56771468	Air	POI	0.044095535	0.766938782	3	3	-0.5428733339735426	-0.5528031785762854	0.7081447697885849	-0.12917724758708105	
11#4786100	Air	POI	0.065367044	0.766938782	3	3	-0.5218082867259115	-0.5392307114427259	0.689996304049525	-0.12368089803970413	
10#29107372	Air	Town	0.079400033	0.766938782	3	3	-0.5079115022377734	-0.530276843525405	0.6780236123103963	-0.12005491115092737	

11#6769277	Akbar	POI	0.045086839	0.528283764	3	3	-0.5087213179868562	-0.3684091949880662	0.5828133141608683	-0.09810573293801798	

11#139153	Albion	POI	0.037165961	0.562084352	3	3	-0.5212632131283041	-0.39948922194677905	0.607202108595643	-0.10451677549314671	
11#139834	Albion	POI	0.040938849	0.562084352	3	3	-0.5175269448654357	-0.39708189868736193	0.6039831489719836	-0.10354189819360471	
11#11533386	Albion	POI	0.049072857	0.562084352	3	3	-0.5094718857329308	-0.3918919257407267	0.5970433608493243	-0.10144015020811108	
11#27117132	Albion	POI	0.054522109	0.562084352	3	3	-0.5040755242973481	-0.3884149841813627	0.5923941578602228	-0.10003211687282938	
10#56833972	Albion	POI	0.067661128	0.562084352	3	3	-0.49106403291596445	-0.38003152142163504	0.5811841851137496	-0.09663712307461665	
10#56771685	Albion	POI	0.068887326	0.562084352	3	3	-0.4898497364217688	-0.37924913536457455	0.5801380152161507	-0.09632028552339755	
10#108217	Albion	Town	0.081860934	0.562084352	3	3	-0.4770020505574399	-0.37097121449945475	0.5690691681352976	-0.09296803230719901	
10#108218	Albion	Town	0.082594138	0.562084352	3	3	-0.47627596305221626	-0.37050338745473527	0.5684436117784947	-0.09277857957615228	
10#28583852	Albion	Town	0.084106137	0.562084352	3	3	-0.47477863954905664	-0.369538643640205	0.5671536016504406	-0.09238789384627366	
10#2352753	Albion	Town	0.085983308	0.562084352	3	3	-0.47291968841367255	-0.3683408987269705	0.5655520333940532	-0.09190285124886328	
10#2352778	Albion	Town	0.086836252	0.562084352	3	3	-0.4720750231076247	-0.36779667055741444	0.5648243170406279	-0.0916824588748038	
10#2352758	Albion	Town	0.086946645	0.562084352	3	3	-0.471965701584605	-0.36772623336538096	0.5647301317349058	-0.09165393440502671	
10#2352761	Albion	Town	0.08709554	0.562084352	3	3	-0.471818251762877	-0.3676312296449655	0.5646030972209832	-0.09161546139561975	
10#2352756	Albion	Town	0.087626354	0.562084352	3	3	-0.4712925898556891	-0.3672925392601397	0.564150216342019	-0.09147830425793661	
10#23389799	Albion	Town	0.088675581	0.562084352	3	3	-0.470253546676924	-0.3666230710539517	0.5632550348924098	-0.09120719427948865	
10#23405005	Albion	Town	0.08913736	0.562084352	3	3	-0.4697962497144488	-0.36632842903770035	0.5628610534235579	-0.09108787510953043	
10#2352760	Albion	Town	0.090988068	0.562084352	3	3	-0.46796350472858206	-0.36514756906656176	0.5612820629188877	-0.09060967029208537	
10#2352777	Albion	Town	0.140508481	0.562084352	3	3	-0.4189237379886102	-0.3335506486091184	0.5190321445555693	-0.07781408068071975	
10#2352769	Albion	Town	0.140914029	0.562084352	3	3	-0.41852212624676416	-0.33329188526040254	0.5186861383562187	-0.07770929105031603	
10#2352755	Albion	Town	0.141497312	0.562084352	3	3	-0.41794450460488913	-0.3329197165841199	0.5181884918779328	-0.07755857643702542	
10#2352757	Albion	Town	0.144131443	0.562084352	3	3	-0.41533594054056017	-0.3312389869084307	0.5159410990763363	-0.07687794279088482	
10#2352767	Albion	Town	0.158429192	0.562084352	3	3	-0.40117696581903134	-0.32211618662254676	0.5037425189063927	-0.07318354451172848	
10#2352764	Albion	Town	0.179414434	0.562084352	3	3	-0.3803954070573574	-0.3087263745817183	0.48583829098053755	-0.06776116355284607	
10#2495895	Albion	Town	0.179910675	0.562084352	3	3	-0.3799039825838416	-0.30840974379342656	0.4854149071582231	-0.0676329397396817	
10#2352772	Albion	Town	0.209088301	0.562084352	3	3	-0.3510095552884525	-0.289792711502944	0.4605210857651051	-0.06009372700876381	
10#2352766	Albion	Town	0.23390939	0.562084352	3	3	-0.32642938034540264	-0.2739554046775725	0.43934418273849546	-0.05368020076149321	
10#2352754	Albion	Town	0.273182262	0.562084352	3	3	-0.2875376917383473	-0.24889701486326793	0.4058372805264106	-0.043532475358401566	
10#2352768	Albion	Town	0.273984711	0.562084352	3	3	-0.28674303132667583	-0.24838500545768896	0.40515264559130365	-0.04332513039768706	
10#2352762	Albion	Town	0.278660641	0.562084352	3	3	-0.2821124860100922	-0.24540148857396318	0.401163226909101	-0.04211691589165145	
10#2352765	Albion	Town	0.289180085	0.562084352	3	3	-0.2716951439739061	-0.23868946791039308	0.39218822804898446	-0.03939879461177157	
10#2352763	Albion	Town	0.306829887	0.562084352	3	3	-0.2542166513553835	-0.22742786171410334	0.37712973704591596	-0.034838258674523635	
10#2352771	Albion	Town	0.352495219	0.562084352	3	3	-0.20899454811114412	-0.19829070845839966	0.33816890388336074	-0.023038784228727682	

11#6427815	Alison	POI	0.035367205	0.638954359	3	3	-0.5337285671973604	-0.45982590796368583	0.6488332124371758	-0.11490708757462346	
10#28583854	Alison	Town	0.084314841	0.638954359	3	3	-0.4852560180707396	-0.4285944527399201	0.6070719770234603	-0.10225949792906645	
10#28583855	Alison	Town	0.138126648	0.638954359	3	3	-0.4319665096989822	-0.39425937186225674	0.5611607191199236	-0.0883550541471051	

10#10757	Alyth	Town	0.241725401	0	2	3	-0.24056589861279964	0.1638298115355939	0.13948488524621133	0.020916266056335193	

10#56895435	Ambassador	POI	0.040868914	0.655960112	3	3	-0.5306438641945246	-0.46940971963254585	0.6530096854127264	-0.11568129947144805	
10#56622083	Ambassador	Town	0.088908358	0.655960112	3	3	-0.4830706921356013	-0.43875774403436574	0.6120233029441633	-0.10326837774193458	

10#56514949	And	POI	0.076034246	0.698065716	3	3	-0.5016720478571222	-0.4793929857938618	0.6449701157488195	-0.1120316393007215	
10#56502535	And	POI	0.076493546	0.698065716	3	3	-0.5012172058334163	-0.479099925524633	0.644578249317813	-0.11191296068007876	

10#752447	Andina	Town	0.083656771	0.376964959	3	3	-0.4494941534742313	-0.22728567470217684	0.47097620736800105	-0.0686012069361357	

11#10516981	Andra	POI	0.031989012	0.558982065	3	3	-0.5259587319280795	-0.4004036948423483	0.6100007926436571	-0.10545387804225688	
11#32661007	Andra	POI	0.032161562	0.558982065	3	3	-0.525787856702322	-0.40029359784810614	0.6098535761126966	-0.10540929281257716	
10#2273122	Andra	Town	0.079706416	0.558982065	3	3	-0.47870447414155826	-0.36995719960363355	0.5692891688631873	-0.0931241682940015	
10#2120023	Andra	Town	0.080016449	0.558982065	3	3	-0.47839745032894	-0.3697593804125824	0.5690246543297577	-0.09304405880392157	

10#2354670	Andre	Town	0.086946645	0.547990928	3	3	-0.47000687591377727	-0.3568744675628389	0.5573788107003559	-0.08983417759208678	
10#841938	Andre	Town	0.087626767	0.547990928	3	3	-0.4693333551934489	-0.3564405099394371	0.5567985429433584	-0.08965844072984253	

11#189351	Angkor Wat	POI	0.070154989	0.634467597	3	3	-0.49865482532748867	-0.43417451426940357	0.6168125500837166	-0.10533892983772523	
10#23686079	Angkor Wat	POI	0.070154989	0.634467597	1	3	-0.49865482532748867	-0.43417451426940357	0.6168125500837166	-0.10533892983772523	

10#752482	Angles	Town	0.084777407	0.59357062	3	3	-0.47849011811289305	-0.39335437915833005	0.583004550533373	-0.09627998224595007	
10#20198102	Angles	Town	0.086129973	0.59357062	3	3	-0.4771506801493927	-0.3924913629246924	0.5818505657497445	-0.09593049244144687	
10#20199660	Angles	Town	0.086129973	0.59357062	3	3	-0.4771506801493927	-0.3924913629246924	0.5818505657497445	-0.09593049244144687	
10#576138	Angles	Town	0.08644975	0.59357062	3	3	-0.47683400691226097	-0.39228732649161335	0.5815777378122136	-0.09584786519722026	
10#576136	Angles	Town	0.087142922	0.59357062	3	3	-0.47614756285553067	-0.39184504220478145	0.5809863360318662	-0.09566875634281531	
10#576137	Angles	Town	0.139913547	0.59357062	3	3	-0.4238891307474921	-0.3581742963526705	0.5359633957298278	-0.08203334379011162	

10#29050369	Anji	Town	0.079455863	0.397038763	3	3	-0.45644431784937245	-0.24542268573848527	0.485031114217386	-0.07227862979015724	
10#2292280	Anji	Town	0.079554792	0.397038763	3	3	-0.45634634905650684	-0.24535956324910027	0.4849467097885748	-0.07225306750567743	
10#29033317	Anji	Town	0.079554792	0.397038763	3	3	-0.45634634905650684	-0.24535956324910027	0.4849467097885748	-0.07225306750567743	
10#29035280	Anji	Town	0.079554792	0.397038763	3	3	-0.45634634905650684	-0.24535956324910027	0.4849467097885748	-0.07225306750567743	
10#29035300	Anji	Town	0.079554792	0.397038763	3	3	-0.45634634905650684	-0.24535956324910027	0.4849467097885748	-0.07225306750567743	
10#2132621	Anji	Town	0.081636544	0.397038763	2	3	-0.45428480258898296	-0.24403128368979765	0.4831705967328804	-0.07171516318196675	
10#20258291	Anji	Town	0.081712326	0.397038763	3	3	-0.45420975613080644	-0.24398293034052115	0.4831059409047189	-0.07169558185553622	
10#2163962	Anji	Town	0.0820032	0.397038763	3	3	-0.4539217053604964	-0.24379733571227885	0.48285777248265815	-0.07162042286337238	

11#32754099	Anna	POI	0.057517214	0.713996151	3	3	-0.5222235024314724	-0.5034741774889888	0.6690780425394698	-0.11887321246033052	
10#2120040	Anna	Town	0.079070482	0.713996151	3	3	-0.5008794309431329	-0.4897219316304182	0.6506891851310568	-0.11330405914749812	
10#1983189	Anna	Town	0.079850455	0.713996151	3	3	-0.5001070283788918	-0.4892242632276939	0.6500237263115677	-0.11310252176500601	
10#752517	Anna	Town	0.084268024	0.713996151	3	3	-0.4957323364045391	-0.48640559577618725	0.64625473654942	-0.11196106521043547	
10#851395	Anna	Town	0.08428244	0.713996151	3	3	-0.4957180603265644	-0.4863963975248457	0.6462424370796412	-0.11195734025725627	
10#710159	Anna	Town	0.086746428	0.713996151	3	3	-0.49327798785039	-0.4848242290365882	0.644140207200254	-0.11132066989557472	
10#841956	Anna	Town	0.086790068	0.713996151	3	3	-0.49323477142122707	-0.4847963841636312	0.6441029743436263	-0.11130939374707731	
10#841955	Anna	Town	0.08686758	0.713996151	3	3	-0.4931580117544701	-0.48474692697314903	0.6440368425108368	-0.11128936540559409	
10#2354843	Anna	Town	0.0871107	0.713996151	3	3	-0.492917251482745	-0.48459180219053444	0.6438294169356	-0.11122654557922647	
10#2354844	Anna	Town	0.140565183	0.713996151	3	3	-0.43998159891607924	-0.45048471492846415	0.5982230213891131	-0.09741443081847678	
10#2354845	Anna	Town	0.178897997	0.713996151	3	3	-0.40202084408459743	-0.4260261371119187	0.5655181596155195	-0.08750960719366552	
10#2354846	Anna	Town	0.262378895	0.713996151	2	3	-0.31935021358797	-0.372760440522879	0.49429377129314206	-0.06593896093923567	
10#2354847	Anna	Town	0.337747663	0.713996151	3	3	-0.24471297657221536	-0.3246707574366031	0.42999050518056164	-0.046464409609418944	

11#24140798	Anza	POI	0.041138716	0.370330824	3	3	-0.4906774579368562	-0.24930647750719362	0.5037913861067732	-0.07873084977909221	
10#2355183	Anza	Town	0.087623037	0.370330824	2	3	-0.44464431481856326	-0.21964676135831454	0.46413180638104906	-0.06671975659860957	
10#2355184	Anza	Town	0.087623037	0.370330824	3	3	-0.44464431481856326	-0.21964676135831454	0.46413180638104906	-0.06671975659860957	
10#350866	Anza	Town	0.090257236	0.370330824	3	3	-0.4420356834142439	-0.2179659882946473	0.4618843555630857	-0.06603910538193518	

10#56555558	Apollo	POI	0.037532194	0.753126117	3	3	-0.547453167673322	-0.5463553893196347	0.7065396199758126	-0.12908964567238138	
10#56504999	Apollo	POI	0.07509763	0.753126117	3	3	-0.5102523426534389	-0.522386443559001	0.674489471196107	-0.11938310500544431	
10#56619165	Apollo	Town	0.140851609	0.753126117	3	3	-0.44513657327597	-0.4804315583236255	0.6183893687027503	-0.10239292096561507	
10#2355233	Apollo	Town	0.14098132	0.753126117	3	3	-0.44500812125389966	-0.4803487951174814	0.618278701629743	-0.10235940491387936	
10#2355232	Apollo	Town	0.22344055	0.753126117	3	3	-0.36334924242432104	-0.4277349824804176	0.5479259819179325	-0.0810527476622687	

11#4971500	Ara	POI	0.006787345	0.628055272	3	3	-0.5605161812705641	-0.46966936557928046	0.6675319191719502	-0.12088454255929815	
10#12476439	Ara	Island	0.078180847	0.628055272	3	3	-0.48981562623218605	-0.42411613475561344	0.6066202779226858	-0.10243716102170457	
10#29127124	Ara	Town	0.079400033	0.628055272	3	3	-0.4886082736793582	-0.4233382227647577	0.6055800905363307	-0.1021221353025951	
10#28999393	Ara	Town	0.079403006	0.628055272	3	3	-0.48860532953536406	-0.423336325816836	0.6055775540266433	-0.10212136710851893	
10#29198889	Ara	Town	0.079403006	0.628055272	3	3	-0.48860532953536406	-0.423336325816836	0.6055775540266433	-0.10212136710851893	
10#29199044	Ara	Town	0.079403006	0.628055272	3	3	-0.48860532953536406	-0.423336325816836	0.6055775540266433	-0.10212136710851893	
10#29202254	Ara	Town	0.079403006	0.628055272	3	3	-0.48860532953536406	-0.423336325816836	0.6055775540266433	-0.10212136710851893	
10#29161059	Ara	Town	0.079411926	0.628055272	3	3	-0.488596496113088	-0.42333063433501256	0.6055699436443995	-0.10211906226790031	
10#29176421	Ara	Town	0.079422035	0.628055272	3	3	-0.48858648523127285	-0.42332418420163215	0.6055613188289172	-0.10211645020132927	
10#29176509	Ara	Town	0.079422035	0.628055272	3	3	-0.48858648523127285	-0.42332418420163215	0.6055613188289172	-0.10211645020132927	
10#29071418	Ara	Town	0.079542983	0.628055272	3	3	-0.4884667111553243	-0.423247012302127	0.6054581281886007	-0.1020851984229502	
10#752591	Ara	Town	0.084719241	0.628055272	3	3	-0.48334069403374025	-0.41994425688501846	0.6010418387297977	-0.10074770406298701	
10#20109927	Ara	Town	0.08778939	0.628055272	3	3	-0.4803003439700816	-0.41798532221810647	0.5984224432773965	-0.09995440763693053	
10#1386058	Ara	Town	0.089748396	0.628055272	3	3	-0.4783603521270772	-0.41673536178749265	0.5967510548830135	-0.09944821967718546	
10#333422	Ara	Town	0.092962257	0.628055272	3	3	-0.475177684935374	-0.4146847304573727	0.5940090469583007	-0.09861778947814866	

12#2790409	Arch of Triumph	POI	0.076807299	0.351318043	3	3	-0.45271251466568474	-0.21190822381019725	0.4634422735674174	-0.06705948830282153	

10#576611	Arise	Town	0.08644975	0.689524044	3	3	-0.49017044170163604	-0.4661703009341631	0.6316283446901659	-0.10823746598187774	

10#29003075	Arjuna	Town	0.079594853	0.463303686	3	3	-0.46551674764644685	-0.2963571902006489	0.5194772127147514	-0.08079890837744812	
10#29007100	Arjuna	Town	0.079594853	0.463303686	3	3	-0.46551674764644685	-0.2963571902006489	0.5194772127147514	-0.08079890837744812	
10#56006734	Arjuna	Town	0.080718423	0.463303686	3	3	-0.4644040830425383	-0.29564028681136634	0.5185186031656859	-0.08050858889607289	

11#21080989	Assa	POI	0.041474839	0.464558278	3	3	-0.5034411419408374	-0.32164600981465996	0.5526549295840187	-0.09081074072382622	
10#29090038	Assa	Town	0.079400033	0.464558278	3	3	-0.46588405074032224	-0.2974475174040431	0.520297841802602	-0.08101124211392112	
